"x1","y1","x2","y2","length","digit1","digit2","digit3","digit4","digit5","digit6"
"33","4","57","40","1","2","-1","-1","-1","-1","-1"
"217","49","269","91","2","6","8","-1","-1","-1","-1"
"56","38","110","97","2","1","4","-1","-1","-1","-1"
"32","7","48","28","2","6","10","-1","-1","-1","-1"
"23","5","36","24","2","1","1","-1","-1","-1","-1"
"31","6","52","36","2","8","5","-1","-1","-1","-1"
"40","8","73","53","2","3","10","-1","-1","-1","-1"
"19","2","49","25","4","1","8","1","9","-1","-1"
"61","16","80","45","1","4","-1","-1","-1","-1","-1"
"26","4","43","19","2","4","2","-1","-1","-1","-1"
"13","2","38","19","3","2","6","8","-1","-1","-1"
"25","4","49","35","2","1","6","-1","-1","-1","-1"
"25","7","52","31","2","3","10","-1","-1","-1","-1"
"60","19","103","51","3","2","4","8","-1","-1","-1"
"28","4","81","29","3","1","10","4","-1","-1","-1"
"19","4","37","24","3","1","4","9","-1","-1","-1"
"62","17","121","53","3","7","6","4","-1","-1","-1"
"24","4","53","27","2","2","2","-1","-1","-1","-1"
"44","7","66","52","1","9","-1","-1","-1","-1","-1"
"52","8","86","43","2","5","5","-1","-1","-1","-1"
"59","8","140","77","2","1","2","-1","-1","-1","-1"
"70","20","125","75","2","3","5","-1","-1","-1","-1"
"43","8","95","60","2","3","1","-1","-1","-1","-1"
"21","2","29","22","1","1","-1","-1","-1","-1","-1"
"21","1","62","24","4","2","5","6","3","-1","-1"
"79","20","202","91","3","6","9","6","-1","-1","-1"
"0","12","52","74","2","7","7","-1","-1","-1","-1"
"14","1","43","19","4","1","4","4","7","-1","-1"
"36","11","45","30","1","1","-1","-1","-1","-1","-1"
"25","1","70","33","3","3","3","4","-1","-1","-1"
"67","5","157","81","2","1","6","-1","-1","-1","-1"
"29","5","44","31","2","9","3","-1","-1","-1","-1"
"22","1","50","32","2","5","1","-1","-1","-1","-1"
"66","11","162","63","3","3","1","8","-1","-1","-1"
"55","7","100","64","2","7","3","-1","-1","-1","-1"
"18","1","27","26","1","1","-1","-1","-1","-1","-1"
"29","13","85","58","3","6","3","7","-1","-1","-1"
"20","3","49","24","3","1","10","2","-1","-1","-1"
"11","1","22","12","2","1","3","-1","-1","-1","-1"
"54","15","87","53","2","6","6","-1","-1","-1","-1"
"130","22","257","139","3","1","6","6","-1","-1","-1"
"19","3","55","19","4","2","7","10","7","-1","-1"
"10","1","34","12","4","2","5","1","4","-1","-1"
"23","3","52","25","3","2","5","4","-1","-1","-1"
"41","10","51","33","1","7","-1","-1","-1","-1","-1"
"31","2","60","34","2","1","9","-1","-1","-1","-1"
"36","8","68","42","2","6","1","-1","-1","-1","-1"
"24","1","50","23","2","5","4","-1","-1","-1","-1"
"37","9","60","36","2","4","3","-1","-1","-1","-1"
"12","1","28","12","2","1","2","-1","-1","-1","-1"
"36","5","67","40","2","2","3","-1","-1","-1","-1"
"38","6","48","32","1","4","-1","-1","-1","-1","-1"
"23","4","48","26","3","1","5","1","-1","-1","-1"
"25","3","67","33","2","7","5","-1","-1","-1","-1"
"12","1","27","13","3","1","2","8","-1","-1","-1"
"34","2","66","41","2","1","9","-1","-1","-1","-1"
"47","4","58","25","1","3","-1","-1","-1","-1","-1"
"38","8","88","45","3","2","1","1","-1","-1","-1"
"75","18","189","91","2","5","5","-1","-1","-1","-1"
"30","6","54","34","2","9","7","-1","-1","-1","-1"
"17","1","36","20","2","2","2","-1","-1","-1","-1"
"78","17","127","62","3","1","9","5","-1","-1","-1"
"26","5","54","35","2","2","7","-1","-1","-1","-1"
"59","13","104","47","2","4","4","-1","-1","-1","-1"
"30","5","56","30","2","2","10","-1","-1","-1","-1"
"26","6","52","26","3","1","5","10","-1","-1","-1"
"94","15","203","122","2","2","7","-1","-1","-1","-1"
"34","3","79","38","2","9","7","-1","-1","-1","-1"
"37","7","67","48","1","2","-1","-1","-1","-1","-1"
"26","4","57","28","3","1","2","9","-1","-1","-1"
"32","4","66","41","2","5","1","-1","-1","-1","-1"
"37","2","90","49","2","1","2","-1","-1","-1","-1"
"40","9","50","38","1","1","-1","-1","-1","-1","-1"
"146","55","244","128","2","1","3","-1","-1","-1","-1"
"54","14","107","59","2","2","4","-1","-1","-1","-1"
"164","36","224","191","1","9","-1","-1","-1","-1","-1"
"17","1","24","12","1","8","-1","-1","-1","-1","-1"
"18","3","39","24","2","3","1","-1","-1","-1","-1"
"22","1","37","21","2","1","5","-1","-1","-1","-1"
"32","7","58","39","2","9","1","-1","-1","-1","-1"
"43","5","95","43","2","9","7","-1","-1","-1","-1"
"17","5","37","22","2","8","4","-1","-1","-1","-1"
"14","1","42","16","4","1","5","9","4","-1","-1"
"27","2","51","26","3","3","3","6","-1","-1","-1"
"42","5","83","52","3","3","4","10","-1","-1","-1"
"94","28","130","80","2","5","10","-1","-1","-1","-1"
"40","6","84","47","2","2","5","-1","-1","-1","-1"
"35","4","62","39","2","7","9","-1","-1","-1","-1"
"41","6","99","48","2","3","5","-1","-1","-1","-1"
"18","2","30","20","2","3","6","-1","-1","-1","-1"
"69","23","121","68","2","1","9","-1","-1","-1","-1"
"15","1","30","15","2","4","3","-1","-1","-1","-1"
"25","5","55","32","2","2","4","-1","-1","-1","-1"
"20","1","41","24","3","1","10","3","-1","-1","-1"
"25","8","53","30","3","3","8","4","-1","-1","-1"
"39","1","49","22","1","9","-1","-1","-1","-1","-1"
"34","3","51","36","1","9","-1","-1","-1","-1","-1"
"20","3","38","19","3","2","1","3","-1","-1","-1"
"37","8","69","32","4","6","3","10","5","-1","-1"
"24","3","68","26","3","2","3","5","-1","-1","-1"
"38","8","48","41","1","3","-1","-1","-1","-1","-1"
"174","28","224","87","3","2","6","5","-1","-1","-1"
"16","2","27","16","2","7","6","-1","-1","-1","-1"
"43","10","111","38","4","1","4","3","10","-1","-1"
"61","5","122","70","2","7","8","-1","-1","-1","-1"
"27","2","70","35","3","2","1","8","-1","-1","-1"
"27","1","78","36","3","1","2","9","-1","-1","-1"
"32","7","69","38","2","6","3","-1","-1","-1","-1"
"15","1","25","17","1","3","-1","-1","-1","-1","-1"
"23","3","72","27","3","5","3","4","-1","-1","-1"
"36","9","79","31","4","2","7","5","1","-1","-1"
"30","9","62","34","2","4","1","-1","-1","-1","-1"
"56","9","117","67","3","1","3","4","-1","-1","-1"
"38","4","83","42","2","7","5","-1","-1","-1","-1"
"29","3","50","39","1","5","-1","-1","-1","-1","-1"
"41","7","88","42","2","3","5","-1","-1","-1","-1"
"43","7","76","58","2","1","3","-1","-1","-1","-1"
"40","9","76","50","2","4","10","-1","-1","-1","-1"
"43","14","75","38","2","6","6","-1","-1","-1","-1"
"22","1","71","24","4","2","4","1","2","-1","-1"
"22","4","39","22","2","6","8","-1","-1","-1","-1"
"82","15","117","58","2","9","9","-1","-1","-1","-1"
"33","4","57","34","2","2","8","-1","-1","-1","-1"
"16","3","32","20","2","4","5","-1","-1","-1","-1"
"22","3","84","26","4","1","3","5","8","-1","-1"
"21","2","33","22","1","4","-1","-1","-1","-1","-1"
"24","3","62","27","3","2","10","7","-1","-1","-1"
"79","16","125","73","2","2","2","-1","-1","-1","-1"
"109","26","170","84","3","6","1","8","-1","-1","-1"
"139","36","254","147","2","3","7","-1","-1","-1","-1"
"24","3","50","27","3","1","2","2","-1","-1","-1"
"24","9","49","29","3","4","4","7","-1","-1","-1"
"47","7","106","54","2","3","5","-1","-1","-1","-1"
"27","4","46","28","2","3","8","-1","-1","-1","-1"
"52","8","72","46","2","2","3","-1","-1","-1","-1"
"25","4","39","21","2","7","10","-1","-1","-1","-1"
"135","37","181","102","2","7","3","-1","-1","-1","-1"
"28","5","41","36","1","9","-1","-1","-1","-1","-1"
"20","8","35","22","2","3","3","-1","-1","-1","-1"
"29","2","51","30","2","2","6","-1","-1","-1","-1"
"47","5","68","57","2","9","1","-1","-1","-1","-1"
"33","12","52","38","2","2","8","-1","-1","-1","-1"
"26","7","54","32","2","8","10","-1","-1","-1","-1"
"19","1","34","23","2","4","5","-1","-1","-1","-1"
"33","6","70","31","3","3","10","2","-1","-1","-1"
"40","2","61","22","2","2","2","-1","-1","-1","-1"
"41","9","56","42","1","3","-1","-1","-1","-1","-1"
"110","28","167","106","2","6","1","-1","-1","-1","-1"
"152","20","208","67","4","1","10","3","7","-1","-1"
"26","7","68","45","2","2","7","-1","-1","-1","-1"
"26","3","44","30","2","7","10","-1","-1","-1","-1"
"33","7","53","32","2","3","10","-1","-1","-1","-1"
"11","14","99","92","2","5","9","-1","-1","-1","-1"
"47","11","91","53","2","7","7","-1","-1","-1","-1"
"100","18","142","50","3","5","6","3","-1","-1","-1"
"15","4","31","18","2","3","2","-1","-1","-1","-1"
"16","1","30","17","2","3","2","-1","-1","-1","-1"
"18","2","41","25","3","1","1","2","-1","-1","-1"
"20","1","48","25","3","2","4","5","-1","-1","-1"
"17","1","42","20","2","1","7","-1","-1","-1","-1"
"51","1","112","60","3","4","4","2","-1","-1","-1"
"43","11","76","36","3","5","3","8","-1","-1","-1"
"83","14","142","66","3","2","3","6","-1","-1","-1"
"111","29","139","56","2","2","6","-1","-1","-1","-1"
"16","1","47","20","3","6","3","8","-1","-1","-1"
"21","3","39","25","2","4","2","-1","-1","-1","-1"
"0","16","33","67","2","7","1","-1","-1","-1","-1"
"17","1","43","21","3","1","3","2","-1","-1","-1"
"19","1","62","23","4","1","2","3","7","-1","-1"
"18","2","47","22","3","2","4","1","-1","-1","-1"
"47","14","88","51","2","3","5","-1","-1","-1","-1"
"42","10","80","50","2","5","8","-1","-1","-1","-1"
"17","1","47","24","2","9","6","-1","-1","-1","-1"
"94","17","229","85","3","2","5","6","-1","-1","-1"
"38","7","67","32","2","3","7","-1","-1","-1","-1"
"15","1","50","21","4","1","9","4","6","-1","-1"
"21","3","31","20","1","3","-1","-1","-1","-1","-1"
"29","4","53","34","2","1","5","-1","-1","-1","-1"
"31","8","60","30","3","2","8","2","-1","-1","-1"
"53","6","101","61","2","7","1","-1","-1","-1","-1"
"5","2","25","21","3","1","10","6","-1","-1","-1"
"41","2","129","59","3","2","3","7","-1","-1","-1"
"14","1","38","16","4","2","10","10","6","-1","-1"
"22","5","38","19","2","2","5","-1","-1","-1","-1"
"32","5","45","28","2","1","9","-1","-1","-1","-1"
"44","3","95","62","2","2","10","-1","-1","-1","-1"
"23","3","45","27","2","2","10","-1","-1","-1","-1"
"21","2","42","22","2","8","10","-1","-1","-1","-1"
"21","7","35","21","2","3","2","-1","-1","-1","-1"
"73","26","141","87","2","6","4","-1","-1","-1","-1"
"14","1","38","19","4","1","2","5","6","-1","-1"
"45","11","91","43","3","1","9","4","-1","-1","-1"
"51","11","92","51","3","3","2","5","-1","-1","-1"
"60","7","97","46","2","9","9","-1","-1","-1","-1"
"45","10","106","57","2","5","7","-1","-1","-1","-1"
"39","4","67","41","2","2","6","-1","-1","-1","-1"
"27","3","46","26","2","5","4","-1","-1","-1","-1"
"61","11","98","69","2","2","2","-1","-1","-1","-1"
"38","3","78","58","2","1","8","-1","-1","-1","-1"
"31","8","82","56","2","7","3","-1","-1","-1","-1"
"94","12","200","113","2","4","10","-1","-1","-1","-1"
"24","4","58","38","3","1","10","9","-1","-1","-1"
"105","27","153","115","1","6","-1","-1","-1","-1","-1"
"69","21","113","80","2","2","7","-1","-1","-1","-1"
"52","8","101","60","2","6","7","-1","-1","-1","-1"
"77","15","153","71","3","2","1","4","-1","-1","-1"
"35","6","58","32","2","3","5","-1","-1","-1","-1"
"134","21","286","173","2","3","9","-1","-1","-1","-1"
"57","14","136","62","3","1","2","6","-1","-1","-1"
"30","8","46","26","2","2","4","-1","-1","-1","-1"
"33","8","60","31","2","2","2","-1","-1","-1","-1"
"13","1","20","14","1","3","-1","-1","-1","-1","-1"
"24","1","57","30","2","2","10","-1","-1","-1","-1"
"36","10","68","38","2","5","6","-1","-1","-1","-1"
"46","8","74","64","1","2","-1","-1","-1","-1","-1"
"31","5","54","35","2","7","7","-1","-1","-1","-1"
"19","1","31","24","1","2","-1","-1","-1","-1","-1"
"72","14","170","89","3","1","10","6","-1","-1","-1"
"33","7","57","19","3","5","5","10","-1","-1","-1"
"35","9","75","43","2","3","4","-1","-1","-1","-1"
"57","12","83","51","2","1","4","-1","-1","-1","-1"
"36","10","57","29","2","1","10","-1","-1","-1","-1"
"50","10","74","30","1","9","-1","-1","-1","-1","-1"
"17","2","34","15","3","1","2","7","-1","-1","-1"
"33","5","53","34","2","4","5","-1","-1","-1","-1"
"17","1","30","21","2","4","3","-1","-1","-1","-1"
"14","2","28","19","2","6","2","-1","-1","-1","-1"
"29","5","46","27","2","1","3","-1","-1","-1","-1"
"31","10","55","32","2","6","5","-1","-1","-1","-1"
"14","1","27","16","2","7","1","-1","-1","-1","-1"
"29","5","49","38","2","4","1","-1","-1","-1","-1"
"37","6","60","32","2","4","7","-1","-1","-1","-1"
"18","2","40","17","3","1","2","10","-1","-1","-1"
"25","7","56","33","2","3","3","-1","-1","-1","-1"
"64","21","96","49","3","1","8","8","-1","-1","-1"
"39","10","58","42","2","2","1","-1","-1","-1","-1"
"86","17","151","97","3","1","10","10","-1","-1","-1"
"32","3","56","18","3","4","1","2","-1","-1","-1"
"12","1","36","17","3","2","4","4","-1","-1","-1"
"24","3","48","28","2","6","6","-1","-1","-1","-1"
"38","7","61","35","2","2","1","-1","-1","-1","-1"
"32","11","67","44","3","5","1","1","-1","-1","-1"
"62","11","125","75","2","1","7","-1","-1","-1","-1"
"219","110","315","156","3","2","4","10","-1","-1","-1"
"63","14","98","72","3","1","10","5","-1","-1","-1"
"171","12","254","82","3","4","9","10","-1","-1","-1"
"61","16","104","66","3","1","1","8","-1","-1","-1"
"18","2","31","16","2","1","2","-1","-1","-1","-1"
"61","16","119","67","3","1","10","3","-1","-1","-1"
"19","1","54","16","4","1","3","9","5","-1","-1"
"58","43","145","119","2","4","9","-1","-1","-1","-1"
"20","1","36","21","3","2","7","3","-1","-1","-1"
"18","1","47","26","2","4","8","-1","-1","-1","-1"
"13","1","58","22","4","7","5","3","4","-1","-1"
"37","3","70","46","2","4","5","-1","-1","-1","-1"
"13","1","25","17","3","1","2","7","-1","-1","-1"
"31","4","48","35","1","9","-1","-1","-1","-1","-1"
"15","1","44","14","4","1","9","2","3","-1","-1"
"38","8","78","51","2","3","7","-1","-1","-1","-1"
"21","5","39","20","2","2","7","-1","-1","-1","-1"
"16","1","24","15","1","5","-1","-1","-1","-1","-1"
"43","10","74","58","1","8","-1","-1","-1","-1","-1"
"19","7","33","25","2","1","7","-1","-1","-1","-1"
"24","3","49","28","2","8","8","-1","-1","-1","-1"
"21","1","71","30","4","1","4","10","5","-1","-1"
"146","59","176","82","3","3","1","8","-1","-1","-1"
"21","2","48","22","2","2","5","-1","-1","-1","-1"
"42","13","73","37","3","1","10","3","-1","-1","-1"
"30","5","39","25","1","4","-1","-1","-1","-1","-1"
"45","26","73","156","3","5","2","10","-1","-1","-1"
"27","3","50","29","2","5","3","-1","-1","-1","-1"
"21","2","45","18","2","5","6","-1","-1","-1","-1"
"15","3","20","15","1","3","-1","-1","-1","-1","-1"
"131","13","147","49","1","1","-1","-1","-1","-1","-1"
"27","7","44","30","2","3","4","-1","-1","-1","-1"
"35","10","47","36","2","1","2","-1","-1","-1","-1"
"11","1","24","13","2","1","8","-1","-1","-1","-1"
"22","4","34","23","2","9","7","-1","-1","-1","-1"
"127","38","174","117","1","7","-1","-1","-1","-1","-1"
"17","3","30","17","3","4","8","1","-1","-1","-1"
"26","5","33","28","1","5","-1","-1","-1","-1","-1"
"38","11","93","49","3","2","1","4","-1","-1","-1"
"103","8","167","71","2","3","3","-1","-1","-1","-1"
"87","24","223","124","3","4","6","1","-1","-1","-1"
"142","86","213","156","4","3","8","8","2","-1","-1"
"57","17","95","55","2","3","1","-1","-1","-1","-1"
"74","25","94","65","2","2","5","-1","-1","-1","-1"
"26","7","39","26","2","2","7","-1","-1","-1","-1"
"27","4","35","27","1","1","-1","-1","-1","-1","-1"
"27","7","54","32","3","2","6","3","-1","-1","-1"
"43","4","88","47","2","2","3","-1","-1","-1","-1"
"25","1","47","29","3","1","7","7","-1","-1","-1"
"70","12","134","77","3","1","9","1","-1","-1","-1"
"36","7","46","34","1","3","-1","-1","-1","-1","-1"
"69","11","143","87","2","1","8","-1","-1","-1","-1"
"21","2","35","23","2","1","7","-1","-1","-1","-1"
"54","10","89","52","2","2","5","-1","-1","-1","-1"
"30","6","49","30","2","2","5","-1","-1","-1","-1"
"17","1","32","16","3","1","8","9","-1","-1","-1"
"57","6","83","61","1","8","-1","-1","-1","-1","-1"
"90","28","145","72","3","6","4","4","-1","-1","-1"
"32","4","71","41","3","1","10","8","-1","-1","-1"
"17","2","31","19","2","2","2","-1","-1","-1","-1"
"24","3","37","25","2","4","2","-1","-1","-1","-1"
"92","12","150","57","3","3","10","8","-1","-1","-1"
"90","58","129","90","2","4","4","-1","-1","-1","-1"
"59","13","109","56","3","1","8","8","-1","-1","-1"
"180","61","230","106","3","1","8","7","-1","-1","-1"
"39","1","68","43","2","6","5","-1","-1","-1","-1"
"23","4","32","26","1","1","-1","-1","-1","-1","-1"
"4","2","17","16","2","9","5","-1","-1","-1","-1"
"46","13","71","49","2","2","5","-1","-1","-1","-1"
"45","1","103","46","3","3","8","10","-1","-1","-1"
"61","22","83","57","1","8","-1","-1","-1","-1","-1"
"13","1","24","13","2","7","6","-1","-1","-1","-1"
"60","19","93","53","2","6","1","-1","-1","-1","-1"
"38","5","81","48","2","1","8","-1","-1","-1","-1"
"22","1","53","27","3","1","1","10","-1","-1","-1"
"82","21","145","79","2","2","5","-1","-1","-1","-1"
"95","22","148","78","2","5","5","-1","-1","-1","-1"
"36","5","80","52","2","3","1","-1","-1","-1","-1"
"42","8","84","50","3","2","10","8","-1","-1","-1"
"22","2","48","30","2","4","7","-1","-1","-1","-1"
"96","17","195","95","2","6","6","-1","-1","-1","-1"
"40","6","74","47","2","4","9","-1","-1","-1","-1"
"34","3","68","39","3","1","4","1","-1","-1","-1"
"60","13","90","48","3","1","10","10","-1","-1","-1"
"12","3","46","17","4","2","10","5","10","-1","-1"
"18","3","65","22","4","1","3","10","7","-1","-1"
"47","11","66","58","1","1","-1","-1","-1","-1","-1"
"25","3","52","31","2","2","1","-1","-1","-1","-1"
"27","4","62","30","3","5","5","2","-1","-1","-1"
"14","2","38","17","4","2","6","7","1","-1","-1"
"61","18","75","53","1","3","-1","-1","-1","-1","-1"
"76","17","120","58","4","1","2","9","1","-1","-1"
"22","1","43","23","2","9","10","-1","-1","-1","-1"
"64","18","111","52","3","4","7","8","-1","-1","-1"
"62","13","113","71","2","5","4","-1","-1","-1","-1"
"26","3","55","36","2","3","1","-1","-1","-1","-1"
"81","22","123","63","3","2","9","3","-1","-1","-1"
"27","1","62","30","3","1","4","3","-1","-1","-1"
"95","12","183","79","3","2","7","5","-1","-1","-1"
"19","5","28","25","1","2","-1","-1","-1","-1","-1"
"24","8","40","27","2","8","9","-1","-1","-1","-1"
"3","12","41","92","2","1","9","-1","-1","-1","-1"
"76","9","187","93","2","1","6","-1","-1","-1","-1"
"100","16","199","116","2","1","5","-1","-1","-1","-1"
"55","11","96","55","2","2","9","-1","-1","-1","-1"
"42","6","88","42","2","2","5","-1","-1","-1","-1"
"68","16","103","66","2","4","6","-1","-1","-1","-1"
"47","13","99","46","3","5","10","7","-1","-1","-1"
"18","3","24","16","1","1","-1","-1","-1","-1","-1"
"61","11","154","86","2","3","3","-1","-1","-1","-1"
"49","11","91","57","2","3","3","-1","-1","-1","-1"
"4","26","129","112","2","2","2","-1","-1","-1","-1"
"20","3","36","19","2","9","7","-1","-1","-1","-1"
"49","5","105","64","2","3","3","-1","-1","-1","-1"
"29","6","43","26","2","1","3","-1","-1","-1","-1"
"19","4","59","19","4","1","9","1","8","-1","-1"
"17","6","53","27","4","2","2","10","7","-1","-1"
"51","13","116","64","3","1","6","5","-1","-1","-1"
"41","3","92","56","2","4","7","-1","-1","-1","-1"
"65","2","170","72","3","3","1","6","-1","-1","-1"
"32","8","44","32","2","2","1","-1","-1","-1","-1"
"20","4","53","24","3","2","1","6","-1","-1","-1"
"112","22","214","114","3","4","10","7","-1","-1","-1"
"39","10","55","41","2","5","8","-1","-1","-1","-1"
"17","4","30","23","1","4","-1","-1","-1","-1","-1"
"47","14","79","42","2","3","3","-1","-1","-1","-1"
"23","2","41","24","2","7","9","-1","-1","-1","-1"
"29","8","60","34","2","8","5","-1","-1","-1","-1"
"26","6","56","37","2","5","4","-1","-1","-1","-1"
"40","6","92","47","3","2","4","6","-1","-1","-1"
"70","15","99","37","2","4","7","-1","-1","-1","-1"
"80","18","200","87","3","2","2","7","-1","-1","-1"
"42","3","115","45","3","2","6","8","-1","-1","-1"
"23","3","54","32","2","3","3","-1","-1","-1","-1"
"30","3","53","29","3","1","6","6","-1","-1","-1"
"28","3","67","34","2","2","2","-1","-1","-1","-1"
"38","4","82","47","2","6","7","-1","-1","-1","-1"
"90","18","162","59","3","6","7","7","-1","-1","-1"
"148","60","190","89","3","1","2","10","-1","-1","-1"
"34","6","67","38","2","8","8","-1","-1","-1","-1"
"63","25","95","61","2","3","2","-1","-1","-1","-1"
"155","74","180","116","2","3","6","-1","-1","-1","-1"
"43","7","64","51","1","6","-1","-1","-1","-1","-1"
"53","7","106","59","2","2","8","-1","-1","-1","-1"
"43","6","83","49","2","2","7","-1","-1","-1","-1"
"17","1","35","19","2","4","2","-1","-1","-1","-1"
"17","1","43","24","2","8","3","-1","-1","-1","-1"
"30","3","80","43","2","5","8","-1","-1","-1","-1"
"46","5","82","57","1","6","-1","-1","-1","-1","-1"
"13","1","25","14","2","8","7","-1","-1","-1","-1"
"28","4","56","33","3","1","4","2","-1","-1","-1"
"85","19","121","98","1","2","-1","-1","-1","-1","-1"
"21","2","59","28","3","1","2","1","-1","-1","-1"
"51","9","70","52","1","8","-1","-1","-1","-1","-1"
"20","5","42","22","3","1","3","6","-1","-1","-1"
"14","1","24","15","2","3","3","-1","-1","-1","-1"
"137","35","198","88","3","3","2","10","-1","-1","-1"
"69","49","81","71","1","3","-1","-1","-1","-1","-1"
"21","2","54","24","3","1","2","8","-1","-1","-1"
"22","5","34","27","1","2","-1","-1","-1","-1","-1"
"13","1","41","13","4","1","7","6","5","-1","-1"
"45","8","77","49","2","6","1","-1","-1","-1","-1"
"109","12","171","133","1","9","-1","-1","-1","-1","-1"
"31","1","65","39","2","1","5","-1","-1","-1","-1"
"194","34","277","87","4","1","1","6","1","-1","-1"
"27","6","35","26","1","3","-1","-1","-1","-1","-1"
"25","4","53","29","3","3","9","3","-1","-1","-1"
"39","10","66","38","2","3","3","-1","-1","-1","-1"
"16","3","33","21","2","1","10","-1","-1","-1","-1"
"56","15","86","49","2","6","3","-1","-1","-1","-1"
"79","28","130","64","3","2","2","2","-1","-1","-1"
"30","5","41","28","1","7","-1","-1","-1","-1","-1"
"24","3","46","28","2","2","1","-1","-1","-1","-1"
"16","1","35","17","2","4","1","-1","-1","-1","-1"
"112","26","164","106","1","9","-1","-1","-1","-1","-1"
"42","5","64","46","1","3","-1","-1","-1","-1","-1"
"44","5","95","50","4","5","8","10","3","-1","-1"
"19","5","31","25","1","8","-1","-1","-1","-1","-1"
"63","23","105","60","3","2","3","1","-1","-1","-1"
"16","2","42","22","3","2","10","10","-1","-1","-1"
"56","16","119","47","3","4","1","2","-1","-1","-1"
"37","3","98","48","3","1","7","4","-1","-1","-1"
"61","16","102","48","3","5","8","2","-1","-1","-1"
"62","13","107","65","2","1","1","-1","-1","-1","-1"
"29","3","63","37","2","5","8","-1","-1","-1","-1"
"36","3","61","48","2","1","1","-1","-1","-1","-1"
"20","1","41","26","2","8","3","-1","-1","-1","-1"
"50","5","79","56","2","6","4","-1","-1","-1","-1"
"32","8","46","28","1","7","-1","-1","-1","-1","-1"
"100","34","141","82","3","1","10","10","-1","-1","-1"
"28","7","41","25","3","1","1","4","-1","-1","-1"
"31","2","50","34","2","1","4","-1","-1","-1","-1"
"80","15","186","77","3","5","4","10","-1","-1","-1"
"178","37","334","197","2","1","4","-1","-1","-1","-1"
"17","1","41","20","3","1","6","10","-1","-1","-1"
"44","3","100","62","2","2","3","-1","-1","-1","-1"
"33","7","56","31","2","2","5","-1","-1","-1","-1"
"53","18","73","43","2","7","2","-1","-1","-1","-1"
"44","4","110","58","2","4","3","-1","-1","-1","-1"
"109","13","145","72","1","2","-1","-1","-1","-1","-1"
"32","2","41","17","1","2","-1","-1","-1","-1","-1"
"26","5","35","26","1","5","-1","-1","-1","-1","-1"
"37","10","55","25","2","6","5","-1","-1","-1","-1"
"47","9","97","43","4","1","10","9","5","-1","-1"
"32","1","61","42","2","3","8","-1","-1","-1","-1"
"27","2","64","27","3","3","1","3","-1","-1","-1"
"21","3","30","30","1","1","-1","-1","-1","-1","-1"
"19","1","35","24","2","1","4","-1","-1","-1","-1"
"87","23","154","76","2","3","1","-1","-1","-1","-1"
"11","2","24","17","2","4","3","-1","-1","-1","-1"
"39","6","62","51","1","2","-1","-1","-1","-1","-1"
"38","5","85","45","2","4","9","-1","-1","-1","-1"
"77","7","156","71","3","4","3","8","-1","-1","-1"
"52","5","80","58","1","5","-1","-1","-1","-1","-1"
"42","10","68","51","2","2","4","-1","-1","-1","-1"
"15","2","22","18","1","2","-1","-1","-1","-1","-1"
"54","2","130","74","2","5","5","-1","-1","-1","-1"
"43","3","70","47","1","6","-1","-1","-1","-1","-1"
"171","39","224","93","3","3","3","10","-1","-1","-1"
"40","7","56","45","1","4","-1","-1","-1","-1","-1"
"44","10","85","45","3","7","7","8","-1","-1","-1"
"30","10","58","33","2","4","5","-1","-1","-1","-1"
"17","19","46","42","3","6","9","8","-1","-1","-1"
"60","13","97","58","3","1","1","8","-1","-1","-1"
"41","5","97","48","3","1","10","10","-1","-1","-1"
"46","3","64","38","1","4","-1","-1","-1","-1","-1"
"27","4","43","34","2","3","9","-1","-1","-1","-1"
"21","1","40","25","2","1","8","-1","-1","-1","-1"
"28","5","41","30","2","1","6","-1","-1","-1","-1"
"68","15","118","43","3","1","9","3","-1","-1","-1"
"24","3","31","16","1","3","-1","-1","-1","-1","-1"
"93","25","171","94","2","5","10","-1","-1","-1","-1"
"15","1","31","17","2","2","4","-1","-1","-1","-1"
"18","1","33","17","3","1","1","9","-1","-1","-1"
"48","13","71","34","3","1","10","9","-1","-1","-1"
"37","5","71","41","2","3","1","-1","-1","-1","-1"
"57","11","111","81","2","3","5","-1","-1","-1","-1"
"102","32","146","76","3","4","1","7","-1","-1","-1"
"68","33","117","63","4","1","6","10","1","-1","-1"
"63","10","125","79","2","1","10","-1","-1","-1","-1"
"61","19","103","64","2","7","1","-1","-1","-1","-1"
"52","12","85","47","2","7","10","-1","-1","-1","-1"
"35","0","75","33","2","3","5","-1","-1","-1","-1"
"61","14","124","59","3","1","3","7","-1","-1","-1"
"12","1","25","14","2","1","10","-1","-1","-1","-1"
"40","7","68","52","1","9","-1","-1","-1","-1","-1"
"74","20","110","56","3","2","9","5","-1","-1","-1"
"91","22","132","56","3","2","5","8","-1","-1","-1"
"27","4","42","31","1","9","-1","-1","-1","-1","-1"
"16","1","44","19","3","1","8","5","-1","-1","-1"
"44","4","103","51","3","1","3","1","-1","-1","-1"
"41","7","62","42","2","1","7","-1","-1","-1","-1"
"26","7","55","31","3","9","8","4","-1","-1","-1"
"48","16","73","34","3","3","10","3","-1","-1","-1"
"47","30","113","89","2","2","4","-1","-1","-1","-1"
"-1","3","66","53","3","8","2","5","-1","-1","-1"
"158","48","265","108","3","6","5","5","-1","-1","-1"
"32","12","49","32","2","7","4","-1","-1","-1","-1"
"99","21","124","62","1","3","-1","-1","-1","-1","-1"
"18","1","48","15","4","2","10","3","1","-1","-1"
